30.0000	676.00
30.0500	670.00
30.1000	669.00
30.1500	710.00
30.2000	683.00
30.2500	649.00
30.3000	665.00
30.3500	768.00
30.4000	693.00
30.4500	707.00
30.5000	713.00
30.5500	663.00
30.6000	662.00
30.6500	682.00
30.7000	708.00
30.7500	717.00
30.8000	689.00
30.8500	722.00
30.9000	656.00
30.9500	664.00
31.0000	657.00
31.0500	678.00
31.1000	695.00
31.1500	697.00
31.2000	682.00
31.2500	705.00
31.3000	704.00
31.3500	730.00
31.4000	705.00
31.4500	695.00
31.5000	711.00
31.5500	709.00
31.6000	653.00
31.6500	680.00
31.7000	656.00
31.7500	676.00
31.8000	720.00
31.8500	672.00
31.9000	681.00
31.9500	678.00
32.0000	637.00
32.0500	680.00
32.1000	688.00
32.1500	628.00
32.2000	704.00
32.2500	672.00
32.3000	705.00
32.3500	656.00
32.4000	642.00
32.4500	612.00
32.5000	680.00
32.5500	686.00
32.6000	656.00
32.6500	627.00
32.7000	648.00
32.7500	695.00
32.8000	656.00
32.8500	638.00
32.9000	657.00
32.9500	635.00
33.0000	651.00
33.0500	705.00
33.1000	704.00
33.1500	681.00
33.2000	672.00
33.2500	700.00
33.3000	743.00
33.3500	660.00
33.4000	688.00
33.4500	628.00
33.5000	677.00
33.5500	669.00
33.6000	626.00
33.6500	683.00
33.7000	616.00
33.7500	622.00
33.8000	654.00
33.8500	668.00
33.9000	624.00
33.9500	663.00
34.0000	616.00
34.0500	654.00
34.1000	656.00
34.1500	597.00
34.2000	624.00
34.2500	608.00
34.3000	680.00
34.3500	675.00
34.4000	649.00
34.4500	606.00
34.5000	611.00
34.5500	620.00
34.6000	578.00
34.6500	654.00
34.7000	663.00
34.7500	630.00
34.8000	598.00
34.8500	597.00
34.9000	638.00
34.9500	641.00
35.0000	649.00
35.0500	602.00
35.1000	581.00
35.1500	669.00
35.2000	647.00
35.2500	665.00
35.3000	637.00
35.3500	660.00
35.4000	615.00
35.4500	622.00
35.5000	624.00
35.5500	659.00
35.6000	645.00
35.6500	682.00
35.7000	677.00
35.7500	634.00
35.8000	743.00
35.8500	672.00
35.9000	777.00
35.9500	780.00
36.0000	786.00
36.0500	795.00
36.1000	876.00
36.1500	925.00
36.2000	949.00
36.2500	1053.00
36.3000	1162.00
36.3500	1317.00
36.4000	1546.00
36.4500	2085.00
36.5000	2760.00
36.5500	3873.00
36.6000	5869.00
36.6500	8780.00
36.7000	11869.00
36.7500	14691.00
36.8000	16745.00
36.8500	17093.00
36.9000	16155.00
36.9500	13491.00
37.0000	10397.00
37.0500	7342.00
37.1000	4791.00
37.1500	3134.00
37.2000	2070.00
37.2500	1479.00
37.3000	1203.00
37.3500	970.00
37.4000	885.00
37.4500	870.00
37.5000	828.00
37.5500	764.00
37.6000	780.00
37.6500	808.00
37.7000	711.00
37.7500	741.00
37.8000	678.00
37.8500	695.00
37.9000	661.00
37.9500	659.00
38.0000	709.00
38.0500	613.00
38.1000	666.00
38.1500	612.00
38.2000	618.00
38.2500	610.00
38.3000	625.00
38.3500	620.00
38.4000	628.00
38.4500	633.00
38.5000	634.00
38.5500	619.00
